,price,dlc_count,achievements,main_story,multi-language,has_voice_acting,extra_content_hours,independent,rpg,action,adventure,sim,casual,success
463,10.39,1,43,4.83,1.0,1.0,0.5499999999999998,1.0,0.0,0.0,1.0,0.0,0.0,1.0
464,12.74,1,0,4.37,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
467,15.99,0,3,16.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
469,24.99,1,45,16.2,1.0,0.0,24.27,1.0,1.0,1.0,1.0,0.0,0.0,0.0
470,10.79,2,63,8.0,1.0,0.0,22.83,1.0,0.0,0.0,0.0,1.0,0.0,1.0
472,39.99,1,28,16.77,1.0,1.0,26.45,0.0,1.0,1.0,0.0,0.0,0.0,0.0
473,49.99,16,71,11.13,1.0,1.0,31.699999999999996,0.0,0.0,1.0,1.0,0.0,0.0,1.0
475,15.99,1,19,9.33,1.0,0.0,18.89,1.0,0.0,1.0,1.0,0.0,0.0,1.0
476,14.99,1,70,6.05,1.0,1.0,48.78,1.0,1.0,0.0,0.0,1.0,0.0,1.0
478,19.99,3,26,17.37,1.0,1.0,44.760000000000005,1.0,1.0,1.0,1.0,0.0,0.0,0.0
480,0.0,0,106,0.53,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
481,14.99,0,19,16.35,1.0,1.0,8.079999999999998,1.0,0.0,1.0,1.0,0.0,0.0,1.0
482,19.99,6,281,9.05,1.0,1.0,15.370000000000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0
483,14.99,0,66,11.4,1.0,1.0,0.5499999999999989,1.0,0.0,1.0,0.0,0.0,0.0,1.0
484,9.99,2,1,5.17,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0
485,14.99,2,18,7.77,1.0,0.0,1.3000000000000007,1.0,0.0,0.0,1.0,0.0,0.0,1.0
487,19.99,2,24,9.3,1.0,0.0,6.919999999999998,1.0,1.0,1.0,1.0,0.0,0.0,1.0
488,19.99,12,40,20.47,1.0,0.0,26.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0
489,29.99,4,47,24.53,1.0,1.0,28.89,1.0,1.0,1.0,1.0,1.0,0.0,1.0
490,14.99,1,11,1.82,1.0,0.0,0.8499999999999999,1.0,0.0,0.0,1.0,0.0,1.0,1.0
492,19.99,3,52,10.62,1.0,0.0,41.45,1.0,1.0,1.0,1.0,0.0,0.0,1.0
494,8.99,1,10,0.97,1.0,0.0,1.61,1.0,0.0,0.0,0.0,0.0,1.0,1.0
495,24.99,2,86,9.8,1.0,1.0,33.58,1.0,0.0,1.0,0.0,0.0,0.0,1.0
496,4.39,3,45,14.38,1.0,1.0,14.699999999999998,1.0,1.0,1.0,1.0,0.0,0.0,1.0
497,13.99,0,0,42.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
498,34.99,3,37,15.77,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
499,39.99,4,86,36.67,1.0,1.0,39.86,0.0,1.0,0.0,0.0,0.0,0.0,1.0
500,6.59,1,9,5.38,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
503,19.99,3,31,9.07,1.0,0.0,15.579999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1.0
506,9.99,3,11,7.4,1.0,1.0,4.279999999999999,1.0,0.0,0.0,0.0,1.0,0.0,1.0
507,2.99,0,10,0.4,1.0,0.0,0.63,1.0,0.0,0.0,1.0,0.0,1.0,1.0
508,24.99,1,45,3.37,1.0,0.0,24.849999999999998,1.0,0.0,1.0,0.0,0.0,0.0,1.0
509,9.99,1,22,10.95,1.0,0.0,29.000000000000004,1.0,0.0,0.0,0.0,1.0,0.0,1.0
512,0.0,0,21,26.88,1.0,0.0,19.290000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0
517,1.24,0,38,3.07,1.0,0.0,4.609999999999999,1.0,0.0,0.0,0.0,0.0,1.0,1.0
518,7.99,0,12,1.53,1.0,0.0,3.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
519,14.99,0,29,16.9,1.0,0.0,22.08,1.0,1.0,1.0,1.0,0.0,0.0,1.0
520,39.99,1,44,9.43,1.0,1.0,12.850000000000001,0.0,0.0,1.0,1.0,0.0,0.0,1.0
521,7.99,0,18,2.48,1.0,1.0,2.69,1.0,0.0,1.0,1.0,0.0,1.0,1.0
522,8.99,0,9,4.47,1.0,0.0,0.11000000000000032,0.0,0.0,0.0,1.0,0.0,0.0,1.0
523,29.99,11,20,13.57,1.0,1.0,13.899999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0
524,24.99,1,40,11.62,1.0,1.0,36.900000000000006,1.0,0.0,1.0,0.0,1.0,0.0,1.0
526,0.0,2,46,16.13,1.0,1.0,23.84,0.0,1.0,1.0,0.0,1.0,0.0,1.0
527,19.99,0,50,6.0,1.0,1.0,10.719999999999999,0.0,0.0,1.0,0.0,0.0,0.0,1.0
528,20.99,5,49,21.22,1.0,1.0,27.910000000000004,1.0,0.0,1.0,1.0,1.0,0.0,1.0
530,19.99,3,651,8.72,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
532,9.99,0,60,2.62,1.0,1.0,33.46,1.0,0.0,0.0,1.0,1.0,1.0,1.0
536,19.99,1,35,17.12,1.0,1.0,10.899999999999999,0.0,0.0,1.0,1.0,0.0,0.0,1.0
537,0.0,1,4,0.35,0.0,1.0,0.35,1.0,0.0,0.0,0.0,1.0,1.0,1.0
538,2.99,3,67,14.1,1.0,0.0,17.520000000000003,1.0,0.0,1.0,1.0,0.0,0.0,1.0
539,19.99,0,48,9.88,1.0,1.0,4.27,0.0,0.0,0.0,1.0,0.0,0.0,1.0
541,0.0,2,0,3.88,0.0,1.0,2.7700000000000005,1.0,0.0,1.0,1.0,0.0,0.0,1.0
542,9.99,1,11,1.68,1.0,1.0,1.6900000000000002,1.0,0.0,0.0,1.0,0.0,0.0,1.0
543,1.99,8,42,5.5,1.0,1.0,20.45,0.0,0.0,0.0,0.0,1.0,1.0,1.0
544,19.99,5,86,36.07,1.0,0.0,42.99999999999999,1.0,1.0,1.0,1.0,0.0,0.0,1.0
546,0.0,3,29,3.22,1.0,1.0,12.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0
547,39.99,1,55,6.07,0.0,1.0,28.479999999999997,0.0,0.0,1.0,1.0,1.0,0.0,0.0
550,15.99,3,61,8.0,1.0,1.0,15.530000000000001,1.0,0.0,1.0,0.0,0.0,0.0,1.0
551,24.99,1,31,23.57,1.0,0.0,22.479999999999997,1.0,1.0,0.0,0.0,1.0,0.0,1.0
553,24.99,1,63,11.05,1.0,1.0,15.32,1.0,0.0,1.0,1.0,0.0,0.0,1.0
555,19.99,2,39,27.63,1.0,1.0,15.09,0.0,1.0,0.0,1.0,0.0,0.0,1.0
556,11.99,10,25,7.67,1.0,1.0,5.859999999999999,1.0,0.0,0.0,1.0,1.0,1.0,1.0
562,19.99,0,25,2.27,1.0,1.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0
563,29.99,3,83,23.73,1.0,1.0,36.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0
564,29.99,1,17,8.52,1.0,0.0,9.350000000000001,1.0,0.0,0.0,1.0,0.0,0.0,1.0
565,19.99,0,35,10.67,1.0,1.0,1.33,0.0,0.0,0.0,1.0,0.0,0.0,1.0
566,3.59,5,37,19.22,1.0,0.0,26.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0
567,39.99,2,36,9.62,1.0,1.0,7.6800000000000015,0.0,1.0,1.0,1.0,0.0,0.0,1.0
569,39.99,2,41,10.5,1.0,1.0,10.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0
570,19.99,1,23,7.98,1.0,0.0,19.75,1.0,1.0,1.0,1.0,0.0,0.0,1.0
571,14.99,5,45,24.67,1.0,0.0,22.96,1.0,0.0,1.0,0.0,0.0,0.0,1.0
572,0.0,0,0,15.1,1.0,0.0,49.52,1.0,0.0,0.0,0.0,1.0,1.0,1.0
573,39.99,0,54,9.5,1.0,1.0,11.05,1.0,0.0,1.0,1.0,0.0,0.0,1.0
574,14.99,9,43,10.53,1.0,1.0,25.699999999999996,0.0,1.0,1.0,1.0,0.0,0.0,1.0
576,14.99,4,18,6.68,1.0,1.0,16.47,1.0,0.0,0.0,0.0,1.0,1.0,1.0
577,14.99,0,30,10.27,1.0,1.0,8.530000000000001,1.0,1.0,1.0,1.0,0.0,0.0,1.0
579,19.99,0,63,12.37,1.0,0.0,18.050000000000004,1.0,0.0,0.0,1.0,1.0,1.0,0.0
580,1.99,0,800,1.43,1.0,1.0,0.5700000000000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0
581,0.0,1,0,2.18,1.0,0.0,0.9199999999999999,1.0,1.0,0.0,1.0,0.0,0.0,1.0
582,4.99,1,20,2.47,1.0,1.0,2.35,1.0,0.0,0.0,0.0,0.0,0.0,1.0
583,24.99,3,30,20.38,1.0,0.0,15.470000000000002,1.0,1.0,1.0,1.0,0.0,0.0,1.0
585,19.99,0,56,9.95,1.0,1.0,12.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0
586,14.99,0,30,7.65,1.0,1.0,0.7999999999999989,0.0,0.0,0.0,1.0,0.0,0.0,1.0
587,9.74,1,43,20.87,1.0,0.0,48.91,1.0,1.0,1.0,1.0,0.0,0.0,1.0
588,29.99,0,186,17.25,1.0,1.0,27.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0
590,3.99,0,15,9.17,1.0,0.0,24.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0
592,9.99,3,62,7.85,1.0,1.0,19.42,1.0,1.0,0.0,0.0,1.0,0.0,1.0
594,0.0,3,30,9.75,1.0,1.0,4.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0
595,24.99,8,79,6.67,1.0,1.0,14.659999999999998,1.0,1.0,0.0,1.0,1.0,1.0,1.0
596,19.99,1,12,5.22,1.0,1.0,0.3600000000000003,1.0,0.0,0.0,1.0,0.0,0.0,1.0
597,17.99,3,47,5.05,1.0,0.0,26.63,1.0,0.0,1.0,1.0,1.0,0.0,1.0
599,9.99,0,123,3.52,1.0,1.0,13.93,1.0,0.0,1.0,0.0,1.0,0.0,1.0
600,4.49,0,68,13.82,1.0,1.0,19.759999999999998,0.0,0.0,1.0,0.0,0.0,0.0,1.0
602,24.99,0,54,16.45,1.0,1.0,19.580000000000002,1.0,0.0,1.0,1.0,1.0,0.0,1.0
603,14.99,1,47,16.62,1.0,1.0,0.4800000000000004,1.0,1.0,0.0,1.0,0.0,0.0,1.0
604,7.99,0,0,2.97,0.0,0.0,3.0100000000000002,1.0,0.0,1.0,0.0,0.0,0.0,1.0
605,14.99,1,19,3.82,0.0,0.0,5.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0
606,7.99,0,84,17.58,1.0,1.0,24.520000000000003,0.0,0.0,1.0,0.0,1.0,0.0,0.0
607,29.99,1,32,8.98,1.0,1.0,5.539999999999999,0.0,0.0,1.0,1.0,0.0,1.0,1.0
608,24.99,2,39,10.92,1.0,1.0,23.15,1.0,1.0,0.0,0.0,0.0,0.0,1.0
609,14.99,1,10,1.98,1.0,1.0,1.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0
610,7.99,0,13,11.8,1.0,0.0,10.93,1.0,0.0,0.0,0.0,0.0,0.0,1.0
611,19.99,0,0,6.0,0.0,1.0,3.0700000000000003,1.0,0.0,0.0,1.0,0.0,0.0,1.0
612,34.99,0,0,22.83,1.0,0.0,10.170000000000002,1.0,1.0,1.0,1.0,0.0,0.0,0.0
613,5.99,1,0,5.28,0.0,0.0,2.4899999999999993,1.0,0.0,1.0,1.0,0.0,0.0,1.0
616,39.99,1,44,8.27,1.0,1.0,5.130000000000001,1.0,1.0,1.0,1.0,0.0,0.0,1.0
617,29.99,1,32,14.05,1.0,1.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0
618,21.99,1,21,10.0,1.0,1.0,8.52,1.0,0.0,1.0,0.0,0.0,0.0,1.0
620,0.0,0,0,1.12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
621,17.99,1,22,5.25,1.0,0.0,5.199999999999999,1.0,0.0,1.0,1.0,0.0,0.0,1.0
622,19.99,3,79,8.87,1.0,1.0,6.460000000000001,1.0,1.0,0.0,1.0,0.0,0.0,1.0
623,29.99,3,28,4.43,1.0,1.0,3.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0
624,6.99,0,86,16.2,0.0,0.0,8.600000000000001,1.0,0.0,0.0,0.0,1.0,1.0,1.0
625,34.99,2,54,13.3,1.0,1.0,11.219999999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0
628,19.99,2,68,10.82,1.0,0.0,15.45,1.0,1.0,0.0,1.0,0.0,0.0,1.0
629,34.99,3,50,13.4,1.0,1.0,19.370000000000005,0.0,1.0,0.0,0.0,0.0,0.0,1.0
630,4.49,4,27,8.25,1.0,1.0,35.32,1.0,1.0,1.0,1.0,0.0,0.0,1.0
631,19.99,1,44,32.78,1.0,1.0,45.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0,1.0
632,0.0,17,0,7.9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
633,0.0,1,17,5.95,0.0,0.0,6.05,1.0,0.0,1.0,0.0,0.0,1.0,1.0
636,0.0,0,0,1.65,0.0,0.0,0.4500000000000002,1.0,0.0,0.0,0.0,1.0,1.0,1.0
638,4.99,0,152,7.23,0.0,1.0,33.790000000000006,1.0,0.0,1.0,0.0,0.0,1.0,1.0
640,17.99,1,45,25.82,1.0,1.0,24.96,0.0,0.0,1.0,0.0,0.0,0.0,1.0
641,9.99,1,19,4.37,1.0,0.0,3.5599999999999996,1.0,0.0,1.0,1.0,0.0,0.0,1.0
642,24.99,2,32,18.65,1.0,1.0,40.13,1.0,1.0,1.0,1.0,0.0,0.0,1.0
643,9.99,0,13,8.78,0.0,1.0,8.790000000000001,1.0,1.0,1.0,1.0,0.0,1.0,1.0
644,29.99,8,60,26.53,1.0,1.0,36.62,0.0,0.0,0.0,0.0,1.0,0.0,1.0
645,0.0,1,32,25.95,1.0,1.0,41.17999999999999,1.0,1.0,1.0,1.0,0.0,0.0,1.0
646,0.0,0,18,1.6,0.0,1.0,2.82,1.0,0.0,1.0,0.0,0.0,1.0,1.0
648,19.99,0,0,22.95,1.0,0.0,17.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
650,9.89,1,40,9.83,1.0,0.0,42.07,1.0,0.0,1.0,0.0,0.0,0.0,1.0
652,19.99,12,104,5.97,1.0,1.0,34.45,0.0,1.0,1.0,1.0,0.0,0.0,1.0
653,0.0,9,22,8.53,0.0,0.0,27.82,1.0,0.0,0.0,0.0,0.0,1.0,1.0
654,14.99,0,15,3.1,1.0,1.0,6.720000000000001,1.0,0.0,0.0,1.0,0.0,1.0,1.0
655,16.99,1,12,7.83,1.0,0.0,4.869999999999999,1.0,0.0,1.0,0.0,1.0,1.0,1.0
656,11.99,9,48,7.92,1.0,0.0,39.78,1.0,0.0,0.0,0.0,1.0,0.0,1.0
658,19.99,11,0,15.22,1.0,0.0,47.46,0.0,0.0,0.0,0.0,1.0,0.0,1.0
659,9.99,3,27,11.97,1.0,1.0,5.0600000000000005,0.0,0.0,1.0,1.0,0.0,0.0,1.0
661,0.0,0,0,4.4,1.0,0.0,1.4299999999999997,1.0,1.0,1.0,0.0,0.0,0.0,1.0
662,24.99,2,30,2.92,1.0,1.0,16.96,1.0,0.0,1.0,1.0,0.0,1.0,1.0
663,24.99,0,20,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
664,12.05,1,36,17.8,1.0,0.0,16.099999999999998,1.0,1.0,0.0,1.0,1.0,1.0,1.0
665,14.99,7,0,11.38,1.0,1.0,4.489999999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0
668,4.79,0,18,5.68,1.0,0.0,3.790000000000001,1.0,0.0,0.0,1.0,1.0,0.0,1.0
669,4.99,0,73,6.13,1.0,0.0,39.989999999999995,1.0,0.0,0.0,0.0,1.0,0.0,1.0
670,5.99,7,29,10.9,1.0,0.0,22.42,1.0,0.0,0.0,0.0,0.0,1.0,1.0
671,14.99,0,22,5.3,1.0,0.0,1.3200000000000003,1.0,0.0,0.0,1.0,0.0,0.0,1.0
674,15.99,0,15,10.23,1.0,0.0,4.9399999999999995,1.0,1.0,1.0,1.0,0.0,0.0,1.0
675,5.99,0,10,4.93,1.0,0.0,1.62,1.0,0.0,0.0,1.0,0.0,0.0,1.0
677,19.99,0,23,6.98,1.0,0.0,6.889999999999999,1.0,0.0,1.0,1.0,1.0,1.0,0.0
678,14.99,0,19,4.0,1.0,0.0,3.38,1.0,0.0,0.0,1.0,0.0,0.0,1.0
679,0.99,0,3000,0.25,1.0,1.0,0.57,1.0,1.0,0.0,0.0,1.0,1.0,1.0
681,29.99,1,25,10.33,1.0,1.0,2.289999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0
682,19.99,1,60,9.27,1.0,1.0,25.209999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0
684,19.99,0,48,6.93,1.0,1.0,5.040000000000001,0.0,1.0,1.0,1.0,0.0,0.0,1.0
685,29.99,0,38,7.25,1.0,1.0,14.879999999999999,0.0,0.0,1.0,1.0,0.0,0.0,1.0
686,39.99,0,34,1.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
687,9.99,1,47,10.6,1.0,0.0,13.9,1.0,1.0,0.0,0.0,0.0,0.0,1.0
689,39.99,2,23,10.28,1.0,0.0,14.17,1.0,0.0,1.0,1.0,0.0,0.0,1.0
690,19.99,3,19,30.83,1.0,1.0,39.82000000000001,1.0,1.0,0.0,1.0,0.0,0.0,1.0
701,9.99,2,1,3.9,1.0,0.0,0.19999999999999973,1.0,1.0,0.0,1.0,0.0,1.0,1.0
702,39.99,13,41,4.02,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
703,29.99,4,39,10.37,1.0,1.0,5.730000000000002,1.0,0.0,1.0,1.0,0.0,0.0,1.0
704,9.99,2,12,5.48,1.0,0.0,0.9499999999999993,1.0,0.0,1.0,1.0,0.0,0.0,0.0
708,4.49,2,25,20.38,1.0,1.0,12.690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,0.0,0,45,2.2,0.0,1.0,8.530000000000001,1.0,0.0,0.0,0.0,1.0,0.0,1.0
710,12.49,2,64,39.97,1.0,0.0,37.11,1.0,1.0,1.0,0.0,0.0,0.0,1.0
712,9.99,1,78,6.67,1.0,0.0,16.46,1.0,1.0,1.0,1.0,0.0,0.0,1.0
715,2.99,0,24,1.12,0.0,0.0,1.33,1.0,0.0,1.0,0.0,0.0,1.0,1.0
716,17.49,4,49,5.33,1.0,1.0,13.569999999999999,1.0,0.0,1.0,0.0,0.0,0.0,1.0
718,0.0,0,48,12.22,0.0,1.0,1.5099999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0
719,0.99,0,15,1.37,1.0,0.0,1.6799999999999997,1.0,0.0,0.0,0.0,0.0,1.0,1.0
720,19.99,0,80,10.15,1.0,1.0,25.270000000000003,0.0,0.0,1.0,1.0,0.0,0.0,1.0
721,39.99,10,90,25.1,1.0,1.0,26.82,0.0,0.0,0.0,0.0,1.0,0.0,0.0
722,39.99,3,64,14.38,1.0,1.0,19.189999999999998,0.0,1.0,1.0,1.0,0.0,0.0,0.0
723,7.99,0,0,3.2,0.0,1.0,10.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0
724,19.99,1,73,5.67,1.0,1.0,18.03,1.0,0.0,0.0,0.0,1.0,1.0,1.0
725,14.99,1,17,11.2,1.0,0.0,7.48,0.0,0.0,0.0,0.0,1.0,0.0,1.0
727,9.99,1,0,10.32,0.0,1.0,3.0299999999999994,1.0,0.0,1.0,0.0,0.0,0.0,1.0
729,24.99,3,36,7.63,1.0,1.0,3.7399999999999993,1.0,0.0,1.0,1.0,0.0,0.0,1.0
730,17.99,9,220,11.3,1.0,0.0,16.97,1.0,0.0,1.0,1.0,0.0,1.0,1.0
732,29.99,7,19,35.17,1.0,1.0,44.629999999999995,0.0,0.0,1.0,0.0,1.0,0.0,1.0
733,8.99,0,56,2.55,1.0,1.0,28.599999999999998,1.0,0.0,0.0,1.0,1.0,1.0,1.0
734,19.99,1,0,47.78,0.0,0.0,22.120000000000005,1.0,0.0,0.0,0.0,1.0,0.0,0.0
735,39.99,2,36,13.17,1.0,1.0,18.61,1.0,0.0,0.0,0.0,1.0,1.0,1.0
739,0.0,1,28,3.4,1.0,1.0,1.98,1.0,0.0,0.0,1.0,0.0,0.0,1.0
741,0.0,0,40,2.87,0.0,0.0,13.709999999999997,1.0,0.0,1.0,1.0,1.0,1.0,1.0
742,29.99,3,38,10.32,1.0,1.0,42.56,1.0,0.0,1.0,1.0,0.0,0.0,1.0
743,29.99,3,34,20.1,1.0,0.0,32.949999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0
744,39.99,0,59,16.03,1.0,1.0,33.4,0.0,1.0,1.0,1.0,0.0,0.0,0.0
745,5.99,1,98,13.07,1.0,0.0,11.280000000000001,1.0,1.0,1.0,1.0,0.0,0.0,1.0
746,19.99,9,35,0.17,1.0,0.0,15.81,0.0,1.0,1.0,1.0,0.0,1.0,0.0
749,2.99,0,13,3.53,0.0,0.0,0.6700000000000004,1.0,0.0,0.0,0.0,1.0,1.0,1.0
752,9.99,2,42,3.07,0.0,1.0,3.73,1.0,0.0,1.0,0.0,0.0,0.0,1.0
753,5.99,0,90,20.8,0.0,0.0,10.73,1.0,0.0,1.0,0.0,1.0,1.0,1.0
754,19.99,4,51,6.95,1.0,0.0,13.330000000000002,1.0,0.0,1.0,1.0,0.0,0.0,1.0
756,19.99,5,55,6.05,1.0,1.0,34.720000000000006,1.0,0.0,1.0,1.0,1.0,0.0,1.0
757,29.99,10,40,12.37,1.0,1.0,16.009999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0
758,39.99,5,36,27.15,1.0,1.0,44.830000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.0
760,6.49,2,24,4.43,1.0,0.0,3.8200000000000003,1.0,0.0,0.0,1.0,0.0,1.0,1.0
762,44.99,4,68,28.77,1.0,1.0,46.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0
764,22.99,0,99,23.23,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
765,11.99,6,80,25.82,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
766,4.99,0,10,1.85,1.0,0.0,2.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0
767,0.0,0,11,1.13,1.0,1.0,0.6500000000000001,1.0,0.0,1.0,0.0,0.0,0.0,1.0
768,9.99,2,165,26.32,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
769,19.99,0,0,13.93,0.0,0.0,26.770000000000003,1.0,1.0,0.0,1.0,0.0,0.0,0.0
770,19.99,1,27,29.12,1.0,0.0,23.3,1.0,0.0,1.0,0.0,0.0,0.0,1.0
771,0.0,0,6,0.47,1.0,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,1.0
772,0.0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
773,19.99,2,35,6.77,1.0,1.0,6.780000000000001,1.0,1.0,0.0,1.0,1.0,1.0,1.0
774,19.99,2,35,3.03,1.0,1.0,1.9500000000000006,1.0,0.0,0.0,1.0,0.0,1.0,1.0
777,14.99,1,53,27.73,1.0,0.0,32.55,1.0,0.0,0.0,0.0,0.0,0.0,1.0
778,2.49,0,27,8.38,1.0,1.0,4.219999999999999,1.0,0.0,1.0,1.0,0.0,0.0,1.0
780,19.99,1,7,5.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
782,12.99,2,0,5.93,1.0,0.0,8.85,1.0,0.0,0.0,0.0,0.0,0.0,1.0
783,1.24,0,0,1.97,1.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
784,19.99,5,30,15.65,1.0,0.0,11.729999999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0
785,34.99,2,48,28.0,1.0,0.0,16.08,1.0,1.0,0.0,1.0,0.0,0.0,1.0
786,14.99,2,34,11.2,1.0,0.0,27.12,1.0,0.0,0.0,0.0,1.0,0.0,1.0
787,9.99,0,115,4.3,1.0,1.0,26.68,1.0,1.0,1.0,0.0,0.0,1.0,1.0
789,24.99,1,0,21.25,1.0,0.0,46.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0
792,19.99,1,33,5.58,1.0,0.0,10.87,1.0,0.0,1.0,0.0,0.0,0.0,1.0
794,19.99,2,33,5.63,1.0,1.0,12.150000000000002,1.0,0.0,1.0,0.0,0.0,0.0,1.0
796,2.99,0,22,6.08,1.0,0.0,17.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0
797,9.99,1,43,10.17,1.0,1.0,9.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0
799,0.99,2,19,8.25,1.0,1.0,2.58,1.0,0.0,0.0,1.0,0.0,0.0,1.0
800,12.99,1,20,1.95,1.0,1.0,0.7,1.0,0.0,0.0,1.0,0.0,1.0,1.0
801,12.99,0,72,6.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
802,29.99,5,70,21.08,1.0,1.0,40.870000000000005,0.0,1.0,0.0,1.0,0.0,0.0,1.0
803,2.99,0,7,1.55,1.0,0.0,0.9799999999999998,1.0,0.0,1.0,0.0,0.0,0.0,1.0
804,24.99,5,95,8.63,1.0,1.0,35.22,1.0,0.0,0.0,1.0,1.0,0.0,1.0
806,24.99,1,81,16.87,1.0,1.0,39.58,1.0,0.0,1.0,0.0,1.0,0.0,1.0
807,0.0,1,47,3.22,0.0,0.0,25.700000000000003,1.0,0.0,0.0,0.0,1.0,1.0,1.0
808,14.99,1,31,4.1,1.0,1.0,4.370000000000001,1.0,0.0,1.0,1.0,0.0,0.0,0.0
809,14.99,0,0,11.72,1.0,0.0,6.83,1.0,1.0,0.0,1.0,0.0,0.0,1.0
811,9.99,1,13,4.53,1.0,1.0,8.870000000000001,1.0,0.0,0.0,1.0,0.0,0.0,1.0
815,24.99,5,42,6.32,1.0,1.0,8.879999999999999,1.0,0.0,1.0,0.0,0.0,0.0,1.0
817,19.99,2,41,30.53,1.0,0.0,19.65,1.0,1.0,1.0,1.0,0.0,0.0,1.0
818,10.99,2,28,7.97,0.0,0.0,13.23,1.0,1.0,0.0,1.0,0.0,0.0,1.0
819,7.99,0,0,2.52,0.0,1.0,2.6999999999999997,1.0,0.0,1.0,0.0,1.0,0.0,1.0
820,14.99,3,47,6.3,1.0,0.0,25.38,0.0,0.0,1.0,1.0,0.0,0.0,1.0
821,0.0,0,8,1.42,1.0,0.0,0.20999999999999996,1.0,0.0,0.0,1.0,0.0,0.0,1.0
822,0.0,0,64,2.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
824,14.99,2,25,3.62,1.0,1.0,2.6499999999999995,1.0,0.0,0.0,0.0,0.0,1.0,1.0
826,14.99,0,30,9.63,1.0,0.0,29.39,1.0,0.0,0.0,0.0,1.0,0.0,0.0
827,19.99,0,38,4.27,1.0,1.0,12.36,1.0,0.0,1.0,1.0,0.0,0.0,1.0
830,2.99,0,37,2.25,1.0,0.0,1.1800000000000002,1.0,0.0,1.0,1.0,0.0,1.0,1.0
